Matematika,Bahasa_Inggris,IPA,IPS,Minat,Hobi,Kemampuan_Komputer,Kemampuan_Komunikasi,Kemampuan_Kepemimpinan,Kemampuan_Analisis,Kemampuan_Kreativitas,Kemampuan_Problem_Solving,Mata_Pelajaran_Favorit,Gaya_Belajar,Tujuan_Karier,Aktivitas_Organisasi,Prestasi_Akademik,Prestasi_NonAkademik,Jurusan
65,73,71,89,Pendidikan,Public Speaking,Rendah,Rendah,Rendah,Sedang,Sedang,Rendah,Geografi,Auditori,Insinyur Sipil,Komunitas IT,Kabupaten - Matematika,Organisasi - Internasional,Pendidikan
59,69,67,67,Olahraga,Basket,Tinggi,Rendah,Tinggi,Rendah,Tinggi,Tinggi,PJOK,Visual,Pelatih Olahraga,Komunitas Olahraga,Kecamatan - Biologi,Organisasi - Provinsi,Ilmu Keolahragaan
85,82,78,71,Pendidikan,Public Speaking,Sedang,Rendah,Sedang,Tinggi,Tinggi,Tinggi,PJOK,Membaca/Menulis,Network Engineer,Komunitas Seni,Kabupaten - Matematika,Kepemimpinan - Provinsi,Pendidikan
63,83,73,74,Sosial,Content Creator,Sedang,Tinggi,Sedang,Sedang,Tinggi,Tinggi,Bahasa Inggris,Visual,Content Creator,MPK,Sekolah - Bahasa Indonesia,Tidak Ada,Ilmu Komunikasi
93,66,83,83,Seni,Fotografi,Tinggi,Sedang,Rendah,Sedang,Tinggi,Tinggi,Matematika,Visual,Arsitek,Komunitas Seni,Kabupaten - Fisika,Organisasi - Kabupaten,Arsitektur
79,67,87,61,Teknik,Robotika,Tinggi,Tinggi,Rendah,Tinggi,Tinggi,Tinggi,Fisika,Visual,Software Engineer,OSIS,Tidak Ada,Kepemimpinan - Nasional,Teknik Elektro
75,70,62,93,Sosial,Volunteering,Sedang,Tinggi,Tinggi,Tinggi,Sedang,Tinggi,Bahasa Indonesia,Auditori,Psikolog,Volunteering,Tidak Ada,Kepemimpinan - Kabupaten,Psikologi
78,70,67,71,Pendidikan,Membaca,Sedang,Sedang,Tinggi,Sedang,Sedang,Tinggi,Bahasa Indonesia,Membaca/Menulis,Dosen,Pramuka,Kabupaten - Bahasa Inggris,Kepemimpinan - Kecamatan,Pendidikan
77,87,78,70,Teknologi,Berjualan,Tinggi,Tinggi,Sedang,Sedang,Sedang,Tinggi,Ekonomi,Membaca/Menulis,UI UX Designer,Tidak Aktif,Sekolah - Informatika,Organisasi - Internasional,Sistem Informasi
90,94,100,87,Kesehatan,Penelitian,Tinggi,Tinggi,Tinggi,Tinggi,Sedang,Tinggi,Biologi,Membaca/Menulis,Dokter,Komunitas Olahraga,Provinsi - Sains,Tidak Ada,Kedokteran
91,75,85,69,Lingkungan,Membaca,Sedang,Sedang,Sedang,Tinggi,Sedang,Tinggi,Fisika,Kinestetik,Konsultan Lingkungan,Pramuka,Nasional - Biologi,Organisasi - Provinsi,Teknik Lingkungan
70,88,62,61,Seni,Desain Grafis,Rendah,Rendah,Sedang,Tinggi,Tinggi,Rendah,Kimia,Membaca/Menulis,Psikolog,Paskibra,Kabupaten - Fisika,Tidak Ada,Arsitektur
99,85,79,75,Teknologi,Coding,Tinggi,Tinggi,Tinggi,Sedang,Tinggi,Tinggi,Matematika,Visual,Software Engineer,Komunitas IT,Tidak Ada,Kepemimpinan - Kabupaten,Teknik Informatika
96,74,94,73,Teknik,Merakit Elektronik,Sedang,Tinggi,Sedang,Tinggi,Tinggi,Sedang,Fisika,Visual,Insinyur Sipil,Pramuka,Kabupaten - Matematika,Olahraga - Internasional,Teknik Sipil
83,89,87,100,Bisnis,Membaca,Sedang,Sedang,Sedang,Tinggi,Rendah,Tinggi,Ekonomi,Visual,Akuntan,Tidak Aktif,Sekolah - Debat,Tidak Ada,Akuntansi
83,74,81,75,Kesehatan,Penelitian,Sedang,Tinggi,Sedang,Tinggi,Sedang,Tinggi,Biologi,Visual,Apoteker,PMR,Nasional - Kimia,Organisasi - Sekolah,Farmasi
89,89,89,67,Teknologi,Game Development,Sedang,Tinggi,Tinggi,Sedang,Tinggi,Tinggi,Informatika,Membaca/Menulis,Software Engineer,Tidak Aktif,Tidak Ada,Tidak Ada,Teknik Informatika
100,73,96,67,Bisnis,Berjualan,Sedang,Tinggi,Sedang,Sedang,Tinggi,Tinggi,Fisika,Membaca/Menulis,Insinyur Mesin,BEM,Kecamatan - Fisika,Tidak Ada,Teknik Industri
75,55,88,71,Teknik,Merakit Elektronik,Sedang,Tinggi,Rendah,Tinggi,Tinggi,Tinggi,Fisika,Visual,Insinyur Sipil,OSIS,Tidak Ada,Organisasi - Provinsi,Teknik Sipil
88,82,81,74,Teknologi,Game Development,Tinggi,Sedang,Tinggi,Sedang,Tinggi,Sedang,Informatika,Membaca/Menulis,Software Engineer,Komunitas IT,Kabupaten - Informatika,Tidak Ada,Teknik Informatika
67,82,64,68,Teknik,Basket,Sedang,Rendah,Sedang,Rendah,Sedang,Tinggi,Geografi,Membaca/Menulis,Entrepreneur,Pramuka,Tidak Ada,Organisasi - Internasional,Teknik Industri
92,81,99,80,Teknik,Membaca,Sedang,Sedang,Sedang,Tinggi,Tinggi,Tinggi,Fisika,Kinestetik,Insinyur Sipil,Pramuka,Kecamatan - Sains,Tidak Ada,Teknik Sipil
77,80,72,77,Bisnis,Fotografi,Tinggi,Sedang,Tinggi,Sedang,Rendah,Sedang,Informatika,Membaca/Menulis,Insinyur Mesin,Paskibra,Kecamatan - Ekonomi,Tidak Ada,Manajemen Bisnis
90,80,84,79,Teknik,Merakit Elektronik,Tinggi,Rendah,Rendah,Tinggi,Sedang,Tinggi,Matematika,Kinestetik,Insinyur Mesin,Komunitas IT,Sekolah - Sains,Tidak Ada,Teknik Elektro
79,87,75,81,Teknologi,Robotika,Sedang,Sedang,Sedang,Tinggi,Sedang,Tinggi,Fisika,Kinestetik,Network Engineer,Tidak Aktif,Nasional - Fisika,Tidak Ada,Teknik Elektro
62,74,81,70,Olahraga,Renang,Sedang,Tinggi,Tinggi,Sedang,Tinggi,Sedang,PJOK,Kinestetik,Pelatih Olahraga,Komunitas Olahraga,Provinsi - Biologi,Olahraga - Kecamatan,Ilmu Keolahragaan
83,85,74,77,Psikologi,Menulis,Sedang,Tinggi,Sedang,Tinggi,Tinggi,Sedang,Sosiologi,Auditori,Guru,Volunteering,Tidak Ada,Tidak Ada,Psikologi
86,78,77,88,Sosial,Penelitian,Sedang,Tinggi,Sedang,Tinggi,Sedang,Tinggi,Biologi,Membaca/Menulis,Psikolog,BEM,Sekolah - Biologi,Olahraga - Internasional,Psikologi
66,83,60,67,Seni,Video Editing,Tinggi,Sedang,Sedang,Sedang,Tinggi,Sedang,Bahasa Inggris,Visual,UI UX Designer,OSIS,Kecamatan - Bahasa Inggris,Seni - Internasional,Desain Komunikasi Visual
70,76,73,66,Lingkungan,Volunteering,Sedang,Sedang,Tinggi,Rendah,Sedang,Sedang,PJOK,Auditori,Guru,Komunitas Olahraga,Provinsi - Sains,Organisasi - Nasional,Teknik Lingkungan
84,91,64,79,Bisnis,Public Speaking,Sedang,Sedang,Tinggi,Sedang,Tinggi,Tinggi,Matematika,Visual,Manajer,MPK,Tidak Ada,Kepemimpinan - Sekolah,Manajemen Bisnis
76,82,70,71,Lingkungan,Basket,Sedang,Sedang,Sedang,Sedang,Sedang,Rendah,Kimia,Kinestetik,Konsultan Lingkungan,MPK,Provinsi - Fisika,Organisasi - Kabupaten,Teknik Sipil
70,76,82,93,Bisnis,Berjualan,Tinggi,Sedang,Sedang,Tinggi,Tinggi,Tinggi,Matematika,Auditori,Manajer,OSIS,Kecamatan - Ekonomi,Tidak Ada,Manajemen Bisnis
100,77,90,83,Teknologi,Web Development,Tinggi,Rendah,Sedang,Tinggi,Tinggi,Sedang,Matematika,Membaca/Menulis,Data Scientist,Komunitas IT,Provinsi - Informatika,Tidak Ada,Teknik Informatika
85,99,92,82,Kesehatan,Volunteering,Sedang,Tinggi,Sedang,Sedang,Sedang,Tinggi,Matematika,Visual,Dokter,Organisasi Keagamaan,Tidak Ada,Kepemimpinan - Kabupaten,Kedokteran
79,85,76,85,Sosial,Fotografi,Sedang,Sedang,Tinggi,Rendah,Tinggi,Tinggi,Bahasa Inggris,Kinestetik,Business Analyst,Komunitas IT,Tidak Ada,Organisasi - Kecamatan,Ilmu Komunikasi
76,95,83,84,Teknologi,Game Development,Tinggi,Sedang,Sedang,Tinggi,Tinggi,Sedang,Informatika,Visual,Data Scientist,Komunitas IT,Kecamatan - Informatika,Seni - Kabupaten,Teknik Informatika
68,89,76,77,Sosial,Menulis,Tinggi,Sedang,Sedang,Sedang,Tinggi,Tinggi,Bahasa Inggris,Visual,Content Creator,MPK,Tidak Ada,Seni - Internasional,Ilmu Komunikasi
77,81,88,80,Teknik,Berjualan,Sedang,Sedang,Tinggi,Sedang,Sedang,Tinggi,Ekonomi,Visual,Business Analyst,MPK,Tidak Ada,Olahraga - Nasional,Teknik Industri
86,84,68,84,Bisnis,UI/UX Design,Sedang,Tinggi,Tinggi,Tinggi,Tinggi,Sedang,Informatika,Visual,Business Analyst,BEM,Sekolah - Informatika,Kepemimpinan - Provinsi,Sistem Informasi
76,77,66,87,Bisnis,Public Speaking,Sedang,Tinggi,Tinggi,Tinggi,Tinggi,Tinggi,Sosiologi,Auditori,Entrepreneur,MPK,Sekolah - Debat,Kepemimpinan - Internasional,Manajemen
91,92,79,66,Teknologi,Game Development,Tinggi,Tinggi,Tinggi,Tinggi,Sedang,Tinggi,Informatika,Visual,Data Scientist,OSIS,Internasional - Matematika,Tidak Ada,Teknik Informatika
70,86,78,71,Bisnis,Berjualan,Sedang,Tinggi,Tinggi,Tinggi,Sedang,Tinggi,Sosiologi,Membaca/Menulis,Manajer,OSIS,Kecamatan - Ekonomi,Olahraga - Nasional,Administrasi Bisnis
64,71,77,76,Kesehatan,Penelitian,Sedang,Tinggi,Sedang,Rendah,Sedang,Rendah,Kimia,Membaca/Menulis,Psikolog,Tidak Aktif,Sekolah - Kimia,Organisasi - Sekolah,Farmasi
79,86,77,76,Lingkungan,Penelitian,Rendah,Rendah,Sedang,Sedang,Tinggi,Sedang,Biologi,Membaca/Menulis,Dosen,Karang Taruna,Tidak Ada,Organisasi - Kabupaten,Teknik Lingkungan
68,74,81,76,Bisnis,Content Creator,Tinggi,Sedang,Tinggi,Sedang,Sedang,Sedang,Bahasa Inggris,Visual,Entrepreneur,OSIS,Provinsi - Ekonomi,Organisasi - Internasional,Manajemen
83,78,70,79,Sosial,Public Speaking,Tinggi,Rendah,Sedang,Sedang,Tinggi,Rendah,Kimia,Kinestetik,Dokter,Karang Taruna,Sekolah - Matematika,Organisasi - Kabupaten,Sistem Informasi
71,77,79,76,Teknik,Penelitian,Tinggi,Sedang,Tinggi,Sedang,Sedang,Sedang,Bahasa Indonesia,Auditori,Business Analyst,Komunitas IT,Sekolah - Sains,Seni - Nasional,Arsitektur
83,87,85,72,Teknik,Robotika,Rendah,Tinggi,Rendah,Tinggi,Tinggi,Tinggi,Fisika,Kinestetik,Insinyur Mesin,Pramuka,Tidak Ada,Kepemimpinan - Nasional,Teknik Mesin
80,77,95,78,Teknik,Membaca,Sedang,Rendah,Sedang,Tinggi,Sedang,Tinggi,Fisika,Visual,Konsultan Lingkungan,BEM,Sekolah - Matematika,Organisasi - Kecamatan,Teknik Sipil
72,72,73,63,Teknologi,Coding,Sedang,Rendah,Sedang,Sedang,Rendah,Rendah,Bahasa Indonesia,Membaca/Menulis,Dosen,Komunitas Seni,Kabupaten - Fisika,Tidak Ada,Teknik Informatika
92,67,96,60,Teknologi,Robotika,Tinggi,Tinggi,Sedang,Tinggi,Tinggi,Sedang,Matematika,Membaca/Menulis,Software Engineer,Komunitas IT,Tidak Ada,Organisasi - Kecamatan,Teknik Informatika
73,96,65,86,Sosial,Menulis,Sedang,Sedang,Tinggi,Tinggi,Tinggi,Sedang,Sosiologi,Auditori,Manajer,Tidak Aktif,Tidak Ada,Tidak Ada,Hukum
76,80,78,67,Sains,Musik,Sedang,Rendah,Rendah,Rendah,Sedang,Rendah,Biologi,Auditori,Guru,Pramuka,Tidak Ada,Organisasi - Kabupaten,Farmasi
69,71,65,76,Olahraga,Basket,Sedang,Sedang,Sedang,Sedang,Rendah,Sedang,PJOK,Kinestetik,Dosen,Pramuka,Kabupaten - Biologi,Olahraga - Internasional,Ilmu Keolahragaan
75,65,77,82,Kesehatan,Olahraga,Tinggi,Tinggi,Sedang,Rendah,Sedang,Tinggi,Bahasa Inggris,Kinestetik,Dokter,Organisasi Keagamaan,Kecamatan - Biologi,PMR - Kabupaten,Kedokteran
73,91,79,83,Lingkungan,Volunteering,Tinggi,Sedang,Sedang,Sedang,Sedang,Tinggi,Biologi,Membaca/Menulis,Dosen,PMR,Kecamatan - Kimia,Tidak Ada,Teknik Lingkungan
81,62,86,75,Pendidikan,Membaca,Tinggi,Tinggi,Sedang,Sedang,Sedang,Tinggi,Bahasa Indonesia,Membaca/Menulis,Dosen,Pramuka,Tidak Ada,Pramuka - Sekolah,Pendidikan
84,78,93,76,Kesehatan,Penelitian,Tinggi,Sedang,Tinggi,Tinggi,Sedang,Tinggi,Biologi,Membaca/Menulis,Dokter,Komunitas Olahraga,Kecamatan - Biologi,Olahraga - Provinsi,Kedokteran
68,61,62,84,Seni,Menggambar,Rendah,Sedang,Sedang,Rendah,Tinggi,Sedang,Sejarah,Membaca/Menulis,Insinyur Mesin,Paskibra,Kecamatan - Bahasa Inggris,Seni - Internasional,Desain Komunikasi Visual
73,67,55,75,Bisnis,Berjualan,Sedang,Sedang,Sedang,Tinggi,Tinggi,Tinggi,PJOK,Visual,Konsultan Lingkungan,Paskibra,Sekolah - Debat,Kepemimpinan - Kecamatan,Manajemen Bisnis
62,75,73,78,Teknik,Investasi,Rendah,Tinggi,Tinggi,Tinggi,Rendah,Sedang,Biologi,Membaca/Menulis,Konsultan Lingkungan,Komunitas Seni,Tidak Ada,Olahraga - Kecamatan,Teknik Industri
89,91,75,79,Bisnis,UI/UX Design,Tinggi,Sedang,Tinggi,Sedang,Sedang,Tinggi,Informatika,Visual,Software Engineer,BEM,Provinsi - Informatika,Kepemimpinan - Sekolah,Sistem Informasi
83,85,93,56,Teknik,Merakit Elektronik,Rendah,Sedang,Sedang,Sedang,Tinggi,Tinggi,Matematika,Visual,Insinyur Mesin,Komunitas IT,Tidak Ada,Tidak Ada,Teknik Mesin
69,90,74,72,Sosial,Membaca,Sedang,Rendah,Sedang,Sedang,Sedang,Rendah,Geografi,Auditori,Dosen,BEM,Sekolah - Debat,Organisasi - Kabupaten,Manajemen
82,78,73,83,Bisnis,UI/UX Design,Sedang,Tinggi,Tinggi,Tinggi,Tinggi,Tinggi,Informatika,Membaca/Menulis,UI UX Designer,OSIS,Kecamatan - Ekonomi,Kepemimpinan - Kabupaten,Sistem Informasi
63,88,67,81,Lingkungan,Volunteering,Sedang,Sedang,Sedang,Sedang,Tinggi,Tinggi,PJOK,Visual,Manajer,Organisasi Keagamaan,Provinsi - Sains,Tidak Ada,Teknik Lingkungan
74,73,63,76,Sosial,Fotografi,Tinggi,Tinggi,Sedang,Sedang,Sedang,Sedang,Sosiologi,Auditori,Insinyur Sipil,Tidak Aktif,Tidak Ada,Organisasi - Provinsi,Hukum
79,80,60,71,Sosial,Menulis,Sedang,Sedang,Tinggi,Tinggi,Sedang,Tinggi,Bahasa Indonesia,Visual,Entrepreneur,OSIS,Tidak Ada,Kepemimpinan - Kabupaten,Ilmu Komunikasi
65,70,61,70,Sosial,Membaca,Sedang,Tinggi,Sedang,Tinggi,Tinggi,Sedang,Biologi,Visual,Manajer,Komunitas Seni,Tidak Ada,Kepemimpinan - Kabupaten,Hukum
74,68,85,69,Lingkungan,Volunteering,Tinggi,Tinggi,Sedang,Tinggi,Tinggi,Sedang,Kimia,Membaca/Menulis,Konsultan Lingkungan,Pramuka,Kabupaten - Biologi,Organisasi - Internasional,Teknik Lingkungan
72,63,69,69,Olahraga,Renang,Tinggi,Sedang,Sedang,Sedang,Sedang,Sedang,PJOK,Kinestetik,Guru,Komunitas Olahraga,Kabupaten - Sains,PMR - Nasional,Ilmu Keolahragaan
90,79,99,76,Teknik,Coding,Tinggi,Rendah,Rendah,Tinggi,Tinggi,Tinggi,Fisika,Kinestetik,Network Engineer,Komunitas IT,Tidak Ada,Kepemimpinan - Kecamatan,Teknik Elektro
64,64,73,80,Pendidikan,Menulis,Sedang,Tinggi,Tinggi,Sedang,Sedang,Sedang,Bahasa Inggris,Membaca/Menulis,Dosen,PMR,Tidak Ada,Tidak Ada,Pendidikan
81,76,83,83,Sosial,Web Development,Rendah,Rendah,Tinggi,Sedang,Sedang,Sedang,Sosiologi,Membaca/Menulis,Insinyur Mesin,OSIS,Provinsi - Informatika,Seni - Sekolah,Sistem Informasi
75,74,63,81,Seni,Video Editing,Rendah,Sedang,Sedang,Sedang,Tinggi,Rendah,Informatika,Membaca/Menulis,Software Engineer,PMR,Sekolah - Matematika,Seni - Kecamatan,Desain Komunikasi Visual
89,81,64,94,Bisnis,Berjualan,Tinggi,Tinggi,Tinggi,Tinggi,Tinggi,Tinggi,Ekonomi,Auditori,Entrepreneur,BEM,Kecamatan - Ekonomi,Kepemimpinan - Internasional,Manajemen Bisnis
80,78,87,77,Kesehatan,Penelitian,Sedang,Tinggi,Sedang,Tinggi,Sedang,Tinggi,Matematika,Visual,Dokter,OSIS,Kabupaten - Biologi,Organisasi - Sekolah,Farmasi
98,81,80,68,Teknologi,Robotika,Tinggi,Sedang,Sedang,Tinggi,Tinggi,Tinggi,Informatika,Visual,Data Scientist,Komunitas IT,Sekolah - Matematika,Tidak Ada,Teknik Informatika
52,82,55,78,Seni,Fotografi,Sedang,Sedang,Sedang,Sedang,Tinggi,Sedang,Seni Budaya,Kinestetik,UI UX Designer,Tidak Aktif,Sekolah - Sains,Kepemimpinan - Internasional,Desain Komunikasi Visual
74,87,85,84,Teknik,Fotografi,Sedang,Tinggi,Sedang,Tinggi,Tinggi,Tinggi,Fisika,Kinestetik,Arsitek,Komunitas Seni,Kecamatan - Sains,Tidak Ada,Arsitektur
80,76,56,59,Teknologi,Coding,Tinggi,Sedang,Rendah,Rendah,Tinggi,Tinggi,Kimia,Kinestetik,Insinyur Sipil,PMR,Tidak Ada,Kepemimpinan - Provinsi,Teknik Informatika
69,78,71,64,Teknologi,Basket,Sedang,Rendah,Rendah,Tinggi,Rendah,Rendah,PJOK,Visual,Guru,Komunitas Olahraga,Tidak Ada,Kepemimpinan - Internasional,Teknik Industri
89,64,71,85,Teknologi,UI/UX Design,Sedang,Tinggi,Sedang,Sedang,Sedang,Tinggi,Informatika,Visual,UI UX Designer,OSIS,Kecamatan - Informatika,Organisasi - Internasional,Sistem Informasi
73,75,97,79,Lingkungan,Membaca,Tinggi,Sedang,Sedang,Tinggi,Sedang,Sedang,Kimia,Kinestetik,Insinyur Sipil,Karang Taruna,Tidak Ada,Organisasi - Provinsi,Teknik Lingkungan
87,63,98,75,Teknologi,Coding,Tinggi,Sedang,Tinggi,Tinggi,Sedang,Sedang,Matematika,Visual,Software Engineer,Komunitas IT,Tidak Ada,Tidak Ada,Teknik Informatika
64,73,63,83,Pendidikan,Menulis,Sedang,Sedang,Tinggi,Sedang,Sedang,Tinggi,Sosiologi,Auditori,Dosen,PMR,Tidak Ada,Organisasi - Provinsi,Pendidikan
64,73,71,79,Teknik,Membaca,Sedang,Rendah,Sedang,Tinggi,Sedang,Sedang,Geografi,Membaca/Menulis,Dosen,Komunitas IT,Sekolah - Fisika,Tidak Ada,Teknik Industri
72,70,65,56,Teknik,Merakit Elektronik,Sedang,Sedang,Sedang,Rendah,Tinggi,Rendah,Ekonomi,Kinestetik,Pengacara,Tidak Aktif,Sekolah - Fisika,Tidak Ada,Teknik Mesin
78,81,67,86,Bisnis,Membaca,Sedang,Tinggi,Tinggi,Tinggi,Sedang,Sedang,Bahasa Inggris,Auditori,Entrepreneur,Karang Taruna,Tidak Ada,Kepemimpinan - Sekolah,Administrasi Bisnis
69,83,83,87,Bisnis,Content Creator,Sedang,Tinggi,Sedang,Tinggi,Sedang,Tinggi,Ekonomi,Auditori,Manajer,BEM,Tidak Ada,Olahraga - Kabupaten,Manajemen Bisnis
76,76,83,78,Lingkungan,Penelitian,Sedang,Tinggi,Sedang,Sedang,Tinggi,Tinggi,Kimia,Membaca/Menulis,Dosen,OSIS,Tidak Ada,Tidak Ada,Teknik Lingkungan
89,64,94,66,Teknik,Membaca,Sedang,Tinggi,Sedang,Tinggi,Sedang,Sedang,Matematika,Kinestetik,Insinyur Sipil,Tidak Aktif,Internasional - Matematika,Kepemimpinan - Provinsi,Teknik Sipil
85,74,87,65,Teknik,Penelitian,Sedang,Sedang,Tinggi,Sedang,Tinggi,Tinggi,Fisika,Kinestetik,Insinyur Sipil,BEM,Kabupaten - Matematika,Kepemimpinan - Sekolah,Teknik Sipil
86,89,78,73,Bisnis,Berjualan,Tinggi,Tinggi,Tinggi,Tinggi,Tinggi,Tinggi,Fisika,Visual,Business Analyst,OSIS,Kecamatan - Matematika,Organisasi - Sekolah,Teknik Industri
62,84,67,87,Sosial,Debat,Sedang,Tinggi,Tinggi,Tinggi,Sedang,Sedang,Sosiologi,Membaca/Menulis,Pengacara,BEM,Tidak Ada,Organisasi - Provinsi,Hukum
80,68,87,69,Bisnis,Membaca,Sedang,Tinggi,Tinggi,Sedang,Sedang,Sedang,Matematika,Membaca/Menulis,Business Analyst,MPK,Provinsi - Fisika,Organisasi - Kabupaten,Teknik Industri
81,84,61,88,Psikologi,Volunteering,Sedang,Tinggi,Tinggi,Tinggi,Sedang,Tinggi,Biologi,Membaca/Menulis,Dosen,PMR,Provinsi - Bahasa Inggris,Olahraga - Kabupaten,Psikologi
81,92,88,63,Lingkungan,Membaca,Rendah,Rendah,Sedang,Tinggi,Sedang,Tinggi,Fisika,Membaca/Menulis,Dosen,Karang Taruna,Kabupaten - Biologi,Paskibra - Provinsi,Teknik Lingkungan
84,67,95,61,Teknologi,Coding,Tinggi,Tinggi,Rendah,Sedang,Sedang,Sedang,Fisika,Visual,Network Engineer,Komunitas IT,Kecamatan - Fisika,Tidak Ada,Teknik Elektro
94,93,94,58,Teknik,Penelitian,Tinggi,Rendah,Tinggi,Tinggi,Tinggi,Tinggi,Matematika,Visual,Arsitek,Komunitas Seni,Sekolah - Matematika,Seni - Provinsi,Arsitektur
74,78,56,80,Sosial,Public Speaking,Rendah,Sedang,Tinggi,Tinggi,Sedang,Tinggi,Bahasa Inggris,Visual,Content Creator,MPK,Tidak Ada,Kepemimpinan - Kecamatan,Ilmu Komunikasi
80,72,97,58,Lingkungan,Volunteering,Sedang,Tinggi,Sedang,Sedang,Tinggi,Tinggi,Kimia,Kinestetik,Konsultan Lingkungan,OSIS,Kecamatan - Kimia,Tidak Ada,Teknik Lingkungan
60,79,64,71,Teknik,Merakit Elektronik,Tinggi,Tinggi,Tinggi,Tinggi,Rendah,Sedang,Bahasa Inggris,Auditori,Data Scientist,Organisasi Keagamaan,Kabupaten - Fisika,Organisasi - Nasional,Teknik Mesin
91,68,63,71,Psikologi,Menulis,Tinggi,Sedang,Rendah,Sedang,Rendah,Rendah,Biologi,Kinestetik,Insinyur Sipil,Komunitas Olahraga,Nasional - Debat,Tidak Ada,Pendidikan
74,94,67,94,Sosial,Fotografi,Sedang,Sedang,Sedang,Rendah,Sedang,Rendah,Biologi,Kinestetik,Pelatih Olahraga,Komunitas Seni,Kecamatan - Ekonomi,Tidak Ada,Manajemen Bisnis
66,70,77,76,Bisnis,Membaca,Rendah,Rendah,Sedang,Rendah,Rendah,Tinggi,Matematika,Kinestetik,Pengacara,BEM,Nasional - Informatika,Tidak Ada,Sistem Informasi
89,69,62,78,Teknologi,Desain Grafis,Tinggi,Sedang,Sedang,Tinggi,Rendah,Sedang,Seni Budaya,Auditori,Konsultan Lingkungan,Komunitas Seni,Tidak Ada,Organisasi - Nasional,Teknik Informatika
94,81,100,69,Kesehatan,Volunteering,Tinggi,Tinggi,Rendah,Tinggi,Sedang,Tinggi,Biologi,Membaca/Menulis,Dokter,Organisasi Keagamaan,Tidak Ada,Organisasi - Kecamatan,Kedokteran
81,75,93,56,Teknik,Penelitian,Tinggi,Tinggi,Sedang,Tinggi,Tinggi,Sedang,Matematika,Visual,Insinyur Sipil,Tidak Aktif,Tidak Ada,Tidak Ada,Teknik Sipil
67,73,74,76,Bisnis,Public Speaking,Sedang,Tinggi,Sedang,Sedang,Rendah,Sedang,Fisika,Auditori,Data Scientist,Tidak Aktif,Sekolah - Debat,Paskibra - Provinsi,Ilmu Komunikasi
84,68,63,84,Bisnis,Investasi,Tinggi,Sedang,Tinggi,Tinggi,Sedang,Sedang,Ekonomi,Auditori,Entrepreneur,OSIS,Kecamatan - Matematika,Organisasi - Internasional,Manajemen Bisnis
81,77,94,59,Teknik,Game Development,Tinggi,Rendah,Rendah,Sedang,Tinggi,Sedang,Fisika,Kinestetik,Network Engineer,Komunitas IT,Kecamatan - Fisika,Kepemimpinan - Kecamatan,Teknik Elektro
58,91,64,79,Sosial,Membaca,Sedang,Tinggi,Sedang,Tinggi,Sedang,Tinggi,Sosiologi,Auditori,Pengacara,MPK,Kecamatan - Debat,Tidak Ada,Hukum
74,81,64,75,Olahraga,Fotografi,Sedang,Rendah,Rendah,Sedang,Rendah,Sedang,Informatika,Auditori,Konsultan Lingkungan,Komunitas Seni,Tidak Ada,Kepemimpinan - Kecamatan,Psikologi
96,82,91,70,Kesehatan,Penelitian,Rendah,Tinggi,Tinggi,Tinggi,Tinggi,Tinggi,Kimia,Visual,Apoteker,OSIS,Tidak Ada,Tidak Ada,Farmasi
76,77,82,81,Teknik,Investasi,Tinggi,Tinggi,Tinggi,Sedang,Sedang,Tinggi,Fisika,Membaca/Menulis,Manajer,BEM,Tidak Ada,Paskibra - Nasional,Teknik Industri
84,83,66,74,Sosial,Musik,Sedang,Sedang,Rendah,Rendah,Tinggi,Rendah,Informatika,Kinestetik,Dokter,Organisasi Keagamaan,Kecamatan - Bahasa Inggris,Olahraga - Provinsi,Pendidikan
98,65,83,71,Teknologi,Game Development,Tinggi,Rendah,Sedang,Tinggi,Tinggi,Sedang,Informatika,Membaca/Menulis,Network Engineer,Komunitas IT,Sekolah - Matematika,Organisasi - Kecamatan,Teknik Informatika
64,75,76,60,Olahraga,Taekwondo,Sedang,Rendah,Sedang,Sedang,Sedang,Tinggi,PJOK,Kinestetik,Pelatih Olahraga,Komunitas Olahraga,Tidak Ada,Olahraga - Sekolah,Ilmu Keolahragaan
74,73,76,76,Teknologi,Fotografi,Tinggi,Rendah,Sedang,Tinggi,Tinggi,Sedang,Biologi,Membaca/Menulis,Data Scientist,Organisasi Keagamaan,Kecamatan - Sains,Olahraga - Internasional,Teknik Elektro
94,63,75,81,Bisnis,Membaca,Sedang,Sedang,Sedang,Sedang,Sedang,Sedang,Ekonomi,Visual,Akuntan,OSIS,Sekolah - Ekonomi,Organisasi - Kecamatan,Akuntansi
76,80,69,83,Teknologi,Menulis,Tinggi,Tinggi,Rendah,Tinggi,Tinggi,Sedang,Matematika,Visual,Manajer,MPK,Tidak Ada,Tidak Ada,Psikologi
69,91,78,69,Pendidikan,Public Speaking,Sedang,Tinggi,Tinggi,Sedang,Sedang,Tinggi,Bahasa Indonesia,Auditori,Guru,Pramuka,Tidak Ada,Organisasi - Nasional,Pendidikan
71,63,63,88,Pendidikan,Public Speaking,Sedang,Tinggi,Tinggi,Sedang,Sedang,Tinggi,Bahasa Inggris,Auditori,Dosen,Pramuka,Kecamatan - Matematika,Kepemimpinan - Nasional,Pendidikan
